fiscal_id;first_name;last_name;gender;fecha_nacimiento;fecha_vencimiento;deuda;direccion;altura;peso;correo;estatus_contacto;prioridad;telefono
35338415-5;Kato;Ayala;male;1998-10-15;2021-05-11;719;Ap #412-8543 Ipsum. St.;4;87;per@nequenonquam.edu;Valido;1;900600681
7889885-2;Leonard;Kirby;female;1995-05-31;2021-03-08;836;2349 Dictum Ave;10;95;primis.in@ac.edu;Valido;2;902286474
40702583-0;Jamal;Maddox;female;1991-04-01;2021-05-03;300;Ap #932-3496 Et St.;9;115;a.malesuada.id@infaucibusorci.org;Invalido;2;994674572
48797765-9;Clinton;Kim;male;1994-02-01;2021-03-22;561;9289 Porttitor Rd.;5;174;commodo.at.libero@luctusCurabituregestas.com;Invalido;1;914070636
35409974-8;Rashad;Mccormick;male;1995-02-19;2021-05-04;528;8740 Dolor, Av.;7;148;Aliquam.rutrum.lorem@adipiscing.edu;Valido;3;939137664
21228633-8;Kalia;Stafford;female;1991-11-27;2021-04-12;369;7118 Fringilla, Av.;8;193;nonummy.Fusce@lobortisquispede.com;Valido;3;934462854
49355833-1;Darryl;Villarreal;female;1999-05-28;2021-04-25;462;3320 Id St.;4;144;ipsum@consequat.co.uk;Valido;1;988114876
8968166-9;Willow;Warren;male;1998-01-31;2021-02-20;115;9153 Cum Road;4;192;sodales@Morbi.net;Valido;3;915080622
40365132-K;Porter;Frederick;male;1999-09-28;2021-04-14;312;P.O. Box 751, 3214 Congue Rd.;10;142;luctus@loremfringilla.org;Invalido;2;968568812
24424022-4;Aspen;Mckee;female;1993-11-18;2021-03-19;326;Ap #633-8045 Quisque Ave;8;158;auctor.velit@ipsumcursusvestibulum.edu;Valido;3;935100934
48563229-8;Melinda;Baker;female;1994-10-20;2021-03-04;231;Ap #371-1509 Et, Avenue;10;62;dignissim@Sed.com;Valido;3;971094301
26474515-2;Kasper;Edwards;male;1997-08-29;2021-02-06;579;P.O. Box 712, 4825 Justo Road;5;180;Proin@cursus.ca;Invalido;2;950006362
17018853-5;Jonah;Curry;male;1995-08-26;2021-03-29;210;P.O. Box 317, 4743 Ante Avenue;2;53;euismod@elitAliquamauctor.org;Invalido;1;949887683
12966127-5;Jaime;Trujillo;female;1999-02-01;2021-03-09;349;Ap #995-8498 Cum Road;4;127;at.pede.Cras@Suspendissenon.org;Invalido;1;931057048
20228557-0;Hashim;Rutledge;female;1992-07-15;2021-01-28;530;9296 Nec, Road;1;129;malesuada@aliquet.co.uk;Invalido;1;900574917
41352390-7;Armand;Hendricks;male;1997-07-13;2021-02-06;269;Ap #272-8959 Massa. Rd.;9;108;amet.nulla@non.com;Valido;3;959128590
38872572-9;Vladimir;Harris;male;1996-10-11;2021-02-16;601;Ap #866-5787 Diam Av.;6;51;sollicitudin.orci@cursus.com;Invalido;3;951474686
49808844-9;Deborah;Morgan;female;1995-05-26;2021-03-12;698;Ap #147-3702 Laoreet Road;7;134;lacus@arcuCurabitur.co.uk;Invalido;1;907657874
25556412-9;Ian;Hudson;female;1991-04-12;2021-05-02;15;367-9289 Turpis Street;1;154;luctus.lobortis.Class@ametconsectetueradipiscing.com;Valido;1;923335889
14512080-2;Ivor;Wolf;male;1992-03-15;2021-01-06;808;P.O. Box 166, 6115 Arcu. Rd.;4;48;dolor.sit.amet@laciniavitaesodales.net;Invalido;3;978608291
9106487-1;Jameson;Lawson;male;1999-03-07;2021-02-15;65;Ap #677-2969 Id St.;2;112;blandit@utpellentesqueeget.ca;Valido;1;936748293
29346752-8;Rina;Huber;female;1997-01-24;2021-04-13;334;P.O. Box 448, 4547 Faucibus Avenue;1;106;bibendum.Donec@adipiscingelit.org;Invalido;1;972968294
11630884-3;Nathaniel;Rivers;female;1991-02-28;2021-05-10;742;287-6523 Quis Street;5;127;montes.nascetur@dictumeleifend.edu;Invalido;3;954304521
45802293-3;Ashton;Mejia;male;1996-04-12;2021-04-21;13;7808 Consequat Ave;5;151;risus@erat.net;Valido;2;974077650
19768460-7;Marvin;Hayden;male;1994-06-20;2021-01-15;673;P.O. Box 943, 3373 Nullam Avenue;5;133;ligula.Donec@nonvestibulumnec.edu;Valido;3;918282414
8441571-5;Drake;Clemons;female;1999-03-22;2021-05-06;135;P.O. Box 708, 3643 At Street;6;97;nulla@ligula.ca;Invalido;2;916007157
23882469-9;Denton;Ayala;female;1999-02-14;2021-04-15;791;P.O. Box 533, 5852 A St.;4;172;nulla.at.sem@aliquam.com;Valido;1;962604482
19899016-7;Cairo;Garcia;male;1998-04-02;2021-03-10;400;4715 Non, Rd.;1;145;neque.sed.sem@Lorem.ca;Invalido;1;989843798
46009356-2;Flavia;Odom;male;1994-05-02;2021-03-20;700;P.O. Box 728, 4817 Metus. Rd.;1;47;metus@inlobortistellus.com;Valido;3;947880978
21349431-7;Yetta;Beck;female;1992-07-19;2021-04-17;969;606-4866 Ut Ave;1;75;lobortis.ultrices.Vivamus@Sed.com;Valido;2;920735192
6067440-K;Aspen;Hill;female;1996-11-21;2021-05-08;144;Ap #837-1286 Velit St.;10;156;rutrum.Fusce.dolor@Maurisvel.net;Valido;2;934245978
38904603-5;Yuri;Nielsen;male;1994-03-13;2021-03-30;341;Ap #291-8298 Id St.;10;169;placerat@primisin.co.uk;Valido;1;923849800
46245385-K;Melissa;Miranda;male;1991-05-23;2021-04-01;638;275-7354 Mauris. Road;9;70;sit.amet.consectetuer@consequatenim.co.uk;Valido;3;902111816
46808938-6;Lester;Roberts;female;1995-05-18;2021-02-27;299;Ap #490-2171 Maecenas Avenue;7;151;magna.nec@eleifend.ca;Invalido;2;944657454
10145682-K;Cara;Landry;female;1992-05-30;2021-02-13;679;7723 Placerat Ave;3;88;enim.commodo@famesac.co.uk;Valido;2;952350085
43288389-2;Jeremy;Freeman;male;1994-09-02;2021-04-27;236;Ap #514-9440 Metus. Rd.;9;46;orci.adipiscing.non@cursus.ca;Valido;1;959087155
35071946-6;Vance;Chase;male;1996-03-27;2021-03-20;926;184-5914 Aenean Av.;1;110;est.tempor.bibendum@quamPellentesquehabitant.edu;Valido;2;902384682
12983284-3;Cameran;Gray;female;1992-05-06;2021-02-16;235;8638 Varius Road;1;151;tellus.id.nunc@nonummyac.edu;Invalido;1;995292291
40329598-1;Kylee;Duran;female;1994-10-21;2021-01-04;49;3082 Cras Street;10;31;laoreet@et.com;Valido;3;930990121
28790980-2;Richard;Love;male;1990-03-21;2021-04-13;797;P.O. Box 549, 2162 Gravida. St.;4;138;eu.tellus@velitSed.edu;Valido;1;944349953
16346101-3;Barbara;Butler;male;1994-09-21;2021-03-18;500;4216 Dui Av.;2;152;Curabitur.egestas@sapienmolestie.net;Invalido;2;970785832
16295318-4;Kareem;Foley;female;1999-06-11;2021-05-08;454;6591 Odio. St.;1;88;dui.Fusce@nec.com;Invalido;3;960546328
11246596-0;Suki;Mooney;female;1997-11-12;2021-03-13;164;535-2071 Morbi Road;9;105;vitae.dolor.Donec@elitpede.org;Valido;2;941860410
23839200-4;Xyla;Boone;male;1998-11-12;2021-02-16;15;756-1256 Nec Street;10;196;semper@Nuncullamcorpervelit.edu;Invalido;2;974228523
24565617-3;Reese;Gilbert;male;1998-01-08;2021-04-04;627;P.O. Box 638, 3185 Accumsan Rd.;7;48;at.libero@eusemPellentesque.net;Invalido;2;967647007
14379388-5;Carissa;Parks;female;1996-04-19;2021-04-08;186;9548 Vitae, Ave;6;132;ac@ornaresagittisfelis.org;Invalido;3;914846459
50140640-6;Ariel;Hahn;female;1995-08-18;2021-02-08;168;448-7413 Diam St.;10;52;lobortis.quis@AliquamnislNulla.ca;Invalido;2;980750941
39955188-9;Baker;Arnold;male;1991-03-25;2021-04-15;341;503-6047 Cras Rd.;10;86;tincidunt.vehicula.risus@necmalesuada.edu;Invalido;1;954669621
18660999-9;Branden;Martinez;male;1996-07-26;2021-03-13;29;1583 Integer Road;9;119;elementum@lacus.co.uk;Invalido;2;966627443
46134419-4;Kirsten;Barrera;female;1998-03-10;2021-05-14;900;997-3676 Porttitor Street;8;37;adipiscing.elit.Aliquam@blanditviverra.edu;Valido;3;916152121
5853797-7;Odysseus;Hoover;female;1996-06-05;2021-03-16;484;Ap #578-3124 Lacus. Rd.;1;152;arcu@Curae.com;Valido;1;931206584
26852105-4;Bo;Castro;male;1994-05-30;2021-04-04;736;P.O. Box 369, 6224 Luctus Rd.;6;55;convallis.est@afeugiat.edu;Invalido;3;943299426
24590066-K;Lewis;Mayo;male;1994-11-06;2021-04-17;470;141-8554 Lacinia Ave;4;152;vel@natoque.edu;Invalido;3;910428523
32993919-7;Callie;Henderson;female;1997-05-11;2021-05-01;61;685-4975 Montes, Avenue;9;161;libero.et@faucibus.ca;Valido;2;935817531
30073682-3;Ebony;Vaughn;female;1999-09-11;2021-03-16;223;P.O. Box 283, 9422 Ligula. Road;7;74;arcu.Vestibulum.ut@diam.net;Invalido;1;969863362
45027312-0;Hedwig;Ruiz;male;1993-09-08;2021-02-05;839;P.O. Box 827, 3409 Est Street;1;156;Pellentesque.ut@Proin.co.uk;Valido;3;932648878
33863084-0;Arthur;Atkinson;male;1993-05-29;2021-05-09;569;Ap #718-2384 Lacus. Rd.;4;82;ipsum.dolor.sit@utquam.ca;Valido;2;991472609
41309905-6;Kareem;Walton;female;1994-04-23;2021-02-16;916;P.O. Box 496, 7544 Rutrum Av.;6;113;tristique.pharetra@In.com;Invalido;1;909486966
21750974-2;Phyllis;Oneil;female;1996-10-31;2021-01-12;662;Ap #436-6569 Phasellus Street;9;198;a.auctor.non@tristique.edu;Valido;2;911189417
37923993-5;Herman;Livingston;male;1995-06-20;2021-02-10;80;P.O. Box 302, 231 Facilisis Avenue;3;139;Mauris@erat.net;Invalido;1;922175376
7177695-6;Brenden;Mercado;male;1997-03-18;2021-03-03;215;793-1306 Tellus St.;3;134;pharetra.sed.hendrerit@vulputate.ca;Valido;2;960479259
43451887-3;Jerome;Pollard;female;1995-10-14;2021-03-06;995;655 Augue Avenue;2;184;;;;
32571740-8;Lana;Frost;female;1990-02-06;2021-03-25;507;Ap #283-8499 Mus. Road;10;166;;;;
25667290-1;Hunter;Steele;male;1992-10-22;2021-04-06;590;280-7098 Eu Ave;1;130;;;;
35815242-2;Vance;Hudson;male;1999-11-28;2021-01-10;830;2256 Cubilia Rd.;8;156;;;;
10034638-9;Athena;Howe;female;1998-07-27;2021-04-08;537;3284 Neque. Avenue;6;197;ut.odio@sedtortorInteger.co.uk;Valido;1;990568166
35328812-1;Brynn;Carlson;female;1997-11-05;2021-01-10;362;Ap #868-538 Rutrum Road;9;39;mollis@est.ca;Valido;1;928051581
5989567-2;Logan;Kirby;male;1990-03-11;2021-05-03;637;9594 Donec St.;7;31;faucibus.leo@sed.net;Invalido;2;962576243
24195304-1;Keegan;Carpenter;male;1999-04-15;2021-03-17;779;P.O. Box 168, 1096 Donec Av.;3;61;;Invalido;3;973353085
43177273-6;Rhonda;Manning;female;1991-08-16;2021-01-22;462;4276 Habitant St.;5;82;;Valido;2;972146133
48121035-6;Mara;Potter;female;1998-08-22;2021-02-04;687;178-3433 Mi Street;2;95;;Invalido;3;949160910
32761397-9;Colorado;Rosales;male;1996-06-13;2021-04-25;323;160-9900 Non, Rd.;5;134;;Valido;2;936888901
43471829-5;Jacob;Keller;male;1991-02-18;2021-03-27;755;2196 Dolor. Ave;2;115;;Invalido;2;965487225
42169978-K;Sheila;Hooper;female;1996-12-28;2021-04-12;998;Ap #822-6862 Nisl Rd.;3;145;;Invalido;2;916101494
50346472-1;Sybil;Schwartz;female;1997-12-07;2021-04-14;392;7252 Dictum Street;5;76;magna.nec@aliquetvelvulputate.co.uk;Valido;3;
